0	139.035150	2
1	178.759833	3
2	165.004001	3
3	174.055640	3
4	188.709207	3
5	181.049730	3
6	194.248282	3
7	165.354625	3
8	192.522783	3
9	169.933342	3
10	170.089121	3
11	135.488055	2
12	153.495716	3
13	189.029365	3
14	188.059294	3
15	150.704930	3
16	171.353871	3
17	186.571782	3
18	164.251895	3
19	72.610296	1
20	172.097526	3
21	182.997439	3
22	183.868098	3
23	149.479973	2
24	146.091270	2
25	185.045722	3
26	187.802426	3
27	156.062789	3
28	157.335948	3
29	167.430210	3
30	174.689441	3
31	174.646732	3
32	161.887336	3
33	167.457222	3
34	179.532474	3
35	165.775690	3
36	168.698158	3
37	102.983629	2
38	178.356347	3
39	164.462391	3
40	106.182100	2
41	160.400451	3
42	151.914849	3
43	185.443675	3
44	200.000000	3
45	118.979680	2
46	157.304690	3
47	130.986997	2
48	181.895663	3
49	99.659310	1
50	139.869854	2
51	150.120487	3
52	113.498747	2
53	139.247012	2
54	163.222443	3
55	36.527680	0
56	125.183945	2
57	151.908284	3
58	152.146039	3
59	145.444216	2
60	124.816091	2
61	137.816699	2
62	160.414937	3
63	86.482331	1
64	134.194233	2
65	154.124761	3
66	147.538190	2
67	157.932730	3
68	160.951955	3
69	159.106724	3
70	155.159220	3
71	125.507692	2
72	148.903278	2
73	147.115690	2
74	131.296718	2
75	175.508362	3
76	119.676135	2
77	157.489089	3
78	142.940199	2
79	158.000448	3
80	123.611060	2
81	164.039992	3
82	136.801163	2
83	157.178517	3
84	52.979311	1
85	145.114848	2
86	152.207952	3
87	148.159977	2
88	151.437875	3
89	132.558593	2
90	151.563708	3
91	140.850080	2
92	134.656454	2
93	156.941939	3
94	129.886301	2
95	166.293653	3
96	143.842243	2
97	142.719820	2
98	124.450409	2
99	137.078368	2
100	133.342526	2
101	128.158859	2
102	136.562530	2
103	118.965874	2
104	165.524101	3
105	141.288336	2
106	162.345384	3
107	154.556686	3
108	162.723071	3
109	145.528205	2
110	107.649839	2
111	133.289559	2
112	144.777165	2
113	163.092643	3
114	130.161289	2
115	135.903355	2
116	142.281624	2
117	100.649917	2
118	137.955254	2
119	122.517021	2
120	147.631723	2
121	71.672200	1
122	45.461610	0
123	130.155134	2
124	139.793541	2
125	68.258773	1
126	126.122578	2
127	125.935976	2
128	94.139544	1
129	115.804529	2
130	50.623776	1
131	96.231844	1
132	140.886892	2
133	135.051055	2
134	102.340706	2
135	112.968933	2
136	97.743025	1
137	131.808849	2
138	133.175857	2
139	139.922106	2
140	100.111277	2
141	110.802227	2
142	47.627113	0
143	111.589149	2
144	145.581190	2
145	126.106467	2
146	129.284116	2
147	28.519037	0
148	130.902787	2
149	106.370805	2
150	100.786616	2
151	137.538557	2
152	121.530118	2
153	128.592375	2
154	123.981590	2
155	120.688726	2
156	134.041944	2
157	120.024420	2
158	76.875300	1
159	72.084018	1
160	107.789653	2
161	125.245332	2
162	25.336438	0
163	85.660507	1
164	104.119644	2
165	96.996220	1
166	138.761601	2
167	81.608630	1
168	121.942999	2
169	34.307680	0
170	107.733403	2
171	116.301990	2
172	35.473273	0
173	25.336438	0
174	66.860133	1
175	87.271231	1
176	108.915097	2
177	83.863273	1
178	126.606331	2
179	96.751116	1
180	124.207039	2
181	118.270036	2
182	85.080783	1
183	133.133173	2
184	89.690568	1
185	135.678083	2
186	63.820653	1
187	79.128615	1
188	100.067332	2
189	37.490278	0
190	54.265482	1
191	95.637416	1
192	94.978647	1
193	23.319433	0
194	34.710011	0
195	13.182599	0
196	103.456868	2
197	20.850818	0
198	37.490278	0
199	85.327733	1
200	63.561691	1
201	113.996114	2
202	76.236792	1
203	58.477930	1
204	29.822059	0
205	17.668219	0
206	52.515065	1
207	10.000000	0
208	111.238736	2
209	124.610431	2
